Event ID,Condition,Agent,Reporting Agency,Affected Population,City,Event Start Date,Event End Date,Outcome,Cost of Damages ($)
7421.0,Chocolate Poisoning,,Intergalactic Health Organization,,New York,2018-04-10,2022-01-25,Developed Superpowers,348760.22
1248.0,Dancing Plague,Zombie Virus,World Dance Federation,43980.0,New York,2019-04-14,2021-12-03,Lost Sense of Humor,1221373.52
2391.0,Dancing Plague,Cellular Rays,NASA,43597.0,Austin,2015-02-10,2021-12-07,Still Dancing,93839.8
3172.0,Tickling Fever,Zombie Virus,Banana Safety Commission,848.0,New York,2014-12-25,2022-05-02,Lost Sense of Humor,778815.04
2335.0,Alien Flu,Funky Dance Bacteria,WHO,3512.0,New York,2019-07-14,2022-02-23,Lost Sense of Humor,1790296.92
3259.0,,Cellular Rays,,40313.0,Chicago,2019-02-23,2021-12-04,Developed Superpowers,842242.2
7615.0,Gluten Intolerance Pandemic,Radioactive Cheese,PAHO,46609.0,,2017-08-02,,Turned Into Zombie,884954.47
6534.0,Alien Flu,Alien Spores,NASA,30716.0,New York,2019-12-30,2021-12-04,Banished to Space,
9691.0,Tickling Fever,Mutant Chocolate Strain,NASA,7499.0,Austin,2018-07-14,2022-04-18,Lost Sense of Humor,1212701.77
1810.0,Chocolate Poisoning,Funky Dance Bacteria,WHO,,San Francisco,2020-07-01,2021-10-17,Cured,1873123.59
5984.0,Chocolate Poisoning,Tickling Bacteria,World Dance Federation,30213.0,New York,2016-01-14,2022-07-21,Still Dancing,586762.74
8348.0,Dancing Plague,Banana Peels,FBI,31130.0,Boston,2020-03-29,2022-02-03,Banished to Space,789537.04
8556.0,Radioactive Cheese Contamination,Funky Dance Bacteria,WHO,47722.0,Austin,2017-08-15,2022-04-18,Lost Sense of Humor,1178375.41
4713.0,Mobile Phone Radiation Syndrome,Mutant Chocolate Strain,FBI,48292.0,Boston,2020-04-04,2021-11-19,Quarantined,190956.26
4704.0,Gluten Intolerance Pandemic,Alien Spores,NASA,33003.0,Boston,2020-12-27,2022-02-03,Lost Sense of Humor,1900815.48
2210.0,Gluten Intolerance Pandemic,Banana Peels,Intergalactic Health Organization,25103.0,Boston,2020-04-21,2022-02-27,Developed Superpowers,937855.36
4745.0,Gluten Intolerance Pandemic,Funky Dance Bacteria,NASA,39849.0,Miami,2021-01-05,2022-03-09,Banished to Space,234617.13
8791.0,Zombie Virus Outbreak,Invisible Dog Virus,NASA,12338.0,,2014-10-04,2022-04-05,Turned Into Zombie,673778.38
2491.0,Zombie Virus Outbreak,Banana Peels,PAHO,27523.0,Chicago,2021-06-21,2022-05-17,Cured,750792.68
8301.0,Gluten Intolerance Pandemic,Wheat Molecule Mutation,Intergalactic Health Organization,27641.0,Miami,2015-07-19,2022-01-05,Still Dancing,694028.18
7460.0,Invisible Dog Bites,Funky Dance Bacteria,National Cheese Board,,Boston,2018-05-06,2022-03-29,Became Infected,1387981.18
4048.0,Chocolate Poisoning,Invisible Dog Virus,World Dance Federation,28441.0,Miami,2020-11-06,2022-04-22,Developed Superpowers,694313.85
5919.0,Mobile Phone Radiation Syndrome,Zombie Virus,National Cheese Board,9927.0,Austin,2020-05-22,2021-12-20,Became Infected,651088.66
3934.0,Invisible Dog Bites,Banana Peels,PAHO,25617.0,,2014-08-29,2021-11-01,Quarantined,647566.6
7110.0,Dancing Plague,Radioactive Cheese,National Cheese Board,7641.0,San Francisco,2018-05-27,2022-05-25,Recovered with Allergies,1556807.79
2817.0,Mobile Phone Radiation Syndrome,Invisible Dog Virus,National Cheese Board,35567.0,New York,2019-04-06,2021-12-19,Developed Superpowers,620221.14
7613.0,Zombie Virus Outbreak,Radioactive Cheese,Intergalactic Health Organization,32553.0,Chicago,2017-05-10,2021-10-01,Lost Sense of Humor,32926.2
5319.0,,Banana Peels,Banana Safety Commission,35763.0,New York,2016-12-18,2021-12-28,Cured,734242.6
2275.0,Chocolate Poisoning,Mutant Chocolate Strain,World Dance Federation,22996.0,New York,2018-06-16,2022-02-02,Turned Into Zombie,560083.17
8231.0,Mobile Phone Radiation Syndrome,Zombie Virus,WHO,24820.0,Boston,2017-11-26,2021-10-20,Turned Into Zombie,1818489.41
3877.0,Invisible Dog Bites,Wheat Molecule Mutation,World Dance Federation,40878.0,Boston,2016-12-22,2021-10-04,Cured,958422.82
5014.0,Tickling Fever,Alien Spores,National Cheese Board,,New York,2016-05-14,2022-07-10,Mutated,472977.79
,Alien Flu,Tickling Bacteria,WHO,128.0,Boston,2016-09-28,2022-04-14,Banished to Space,1963258.77
2147.0,Mobile Phone Radiation Syndrome,Banana Peels,World Dance Federation,12188.0,San Francisco,2014-08-11,2022-06-10,Lost Sense of Humor,497254.74
,Radioactive Cheese Contamination,Wheat Molecule Mutation,Banana Safety Commission,17555.0,Boston,2016-03-07,2022-06-06,Recovered with Allergies,1527233.17
3122.0,Mobile Phone Radiation Syndrome,Wheat Molecule Mutation,World Dance Federation,36039.0,Boston,2015-10-06,2021-12-21,Developed Superpowers,1300853.49
8609.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,NASA,,Austin,2017-10-04,2022-05-23,,927145.05
5595.0,Radioactive Cheese Contamination,Wheat Molecule Mutation,National Cheese Board,32643.0,Boston,2014-11-19,2022-03-16,Banished to Space,814641.03
4983.0,Mobile Phone Radiation Syndrome,Alien Spores,World Dance Federation,25072.0,Chicago,2020-02-09,,Mutated,1745403.05
9134.0,Radioactive Cheese Contamination,Tickling Bacteria,PAHO,4268.0,Austin,2016-11-28,,,952789.37
6606.0,Dancing Plague,Invisible Dog Virus,WHO,5779.0,Boston,2016-07-29,2022-02-01,Became Infected,753837.49
2623.0,Invisible Dog Bites,Invisible Dog Virus,Intergalactic Health Organization,,Boston,2018-10-07,2022-03-15,Recovered with Allergies,711729.16
8226.0,Dancing Plague,Alien Spores,NASA,9823.0,Miami,2019-02-26,2022-03-17,Quarantined,555356.67
1722.0,Alien Flu,Radioactive Cheese,NASA,49560.0,Chicago,2019-10-07,2021-10-23,Developed Superpowers,820887.07
2095.0,Zombie Virus Outbreak,Zombie Virus,PAHO,,Miami,2018-07-08,2022-03-19,Banished to Space,244236.39
4827.0,Banana Peel Slip Epidemic,,World Dance Federation,33622.0,,2018-11-18,2022-01-16,Lost Sense of Humor,134920.45
5285.0,Radioactive Cheese Contamination,Funky Dance Bacteria,PAHO,14117.0,Miami,2018-05-27,2022-04-27,Mutated,
1995.0,Dancing Plague,Wheat Molecule Mutation,National Cheese Board,5699.0,Austin,2019-11-01,2022-01-02,Quarantined,911251.75
6681.0,Chocolate Poisoning,Radioactive Cheese,FBI,,Miami,2019-01-26,2022-04-19,Banished to Space,
5661.0,,Tickling Bacteria,World Dance Federation,38809.0,Austin,2017-03-06,2022-07-11,Quarantined,218064.42
1992.0,Banana Peel Slip Epidemic,Banana Peels,NASA,29390.0,San Francisco,2020-03-17,2021-10-01,Mutated,290818.13
3783.0,Invisible Dog Bites,Radioactive Cheese,PAHO,14589.0,Miami,2015-04-20,2022-07-12,Recovered with Allergies,633912.78
9347.0,Gluten Intolerance Pandemic,Invisible Dog Virus,National Cheese Board,40643.0,Boston,2015-04-25,2022-05-18,Cured,905711.91
6682.0,Alien Flu,Wheat Molecule Mutation,Intergalactic Health Organization,45072.0,Miami,2014-12-05,2022-06-10,Became Infected,390733.47
6961.0,Invisible Dog Bites,Tickling Bacteria,,,New York,2020-08-31,2022-01-18,Quarantined,1512471.84
5768.0,Invisible Dog Bites,Tickling Bacteria,WHO,28185.0,Boston,2016-04-04,2021-12-12,Lost Sense of Humor,390682.14
6760.0,Alien Flu,Mutant Chocolate Strain,WHO,42133.0,Miami,2020-10-16,2021-12-14,Became Infected,252632.27
6204.0,Mobile Phone Radiation Syndrome,Cellular Rays,National Cheese Board,33101.0,Miami,2017-10-25,2022-04-29,Cured,
8552.0,Gluten Intolerance Pandemic,Radioactive Cheese,PAHO,31296.0,San Francisco,2018-11-06,,Mutated,898184.57
9246.0,Gluten Intolerance Pandemic,,FBI,16817.0,San Francisco,2018-08-14,2022-05-20,Recovered with Allergies,344164.0
1084.0,Chocolate Poisoning,Alien Spores,World Dance Federation,28498.0,Boston,2016-09-20,2022-04-04,Still Dancing,1789641.11
6976.0,Tickling Fever,Banana Peels,PAHO,19379.0,Boston,2020-08-18,2022-07-01,,466027.79
9147.0,Tickling Fever,Invisible Dog Virus,NASA,,San Francisco,2016-07-03,,Quarantined,1851532.01
8084.0,Tickling Fever,Alien Spores,FBI,15417.0,Chicago,2021-07-30,2022-04-28,Lost Sense of Humor,242326.9
3779.0,Mobile Phone Radiation Syndrome,Zombie Virus,National Cheese Board,673.0,Austin,2019-09-21,2022-07-15,Still Dancing,1684420.32
7055.0,Banana Peel Slip Epidemic,Radioactive Cheese,Intergalactic Health Organization,33362.0,Austin,2020-10-16,,Still Dancing,
3669.0,Chocolate Poisoning,Mutant Chocolate Strain,National Cheese Board,7636.0,New York,2018-08-15,2021-12-28,Became Infected,1876983.61
2008.0,Radioactive Cheese Contamination,Cellular Rays,World Dance Federation,17347.0,New York,2014-08-28,2022-02-22,Banished to Space,1150616.07
3364.0,Mobile Phone Radiation Syndrome,Wheat Molecule Mutation,National Cheese Board,18977.0,Boston,2017-07-06,2021-12-03,Still Dancing,383877.82
4686.0,Invisible Dog Bites,Invisible Dog Virus,Banana Safety Commission,45005.0,Chicago,2020-09-02,2021-12-24,Became Infected,1690416.01
7768.0,Invisible Dog Bites,Tickling Bacteria,National Cheese Board,18181.0,San Francisco,2016-03-05,2022-07-18,Lost Sense of Humor,784199.1
3199.0,Tickling Fever,Wheat Molecule Mutation,Intergalactic Health Organization,15070.0,Chicago,2021-05-31,2022-03-09,Quarantined,1466962.78
1909.0,Mobile Phone Radiation Syndrome,Alien Spores,WHO,9285.0,Austin,2015-11-21,2022-05-18,Lost Sense of Humor,1288664.24
4439.0,Mobile Phone Radiation Syndrome,Alien Spores,Banana Safety Commission,32684.0,Boston,2014-07-01,2022-02-18,,1430017.57
,Banana Peel Slip Epidemic,Wheat Molecule Mutation,Banana Safety Commission,9557.0,Boston,2016-10-27,2022-05-26,Quarantined,690711.21
3913.0,Gluten Intolerance Pandemic,Wheat Molecule Mutation,Intergalactic Health Organization,27934.0,Chicago,2020-06-24,2022-07-19,Still Dancing,1877956.85
5695.0,Radioactive Cheese Contamination,Radioactive Cheese,FBI,5758.0,Boston,2018-11-29,2022-05-24,Mutated,1121827.23
2006.0,Banana Peel Slip Epidemic,Funky Dance Bacteria,WHO,24848.0,Boston,2018-07-02,2022-02-09,Still Dancing,159733.42
8114.0,Tickling Fever,Mutant Chocolate Strain,Banana Safety Commission,4581.0,San Francisco,2020-05-09,2022-04-06,Developed Superpowers,138134.34
2143.0,Zombie Virus Outbreak,Wheat Molecule Mutation,NASA,31832.0,New York,2017-08-25,2022-05-01,Cured,1477768.11
8552.0,Dancing Plague,Funky Dance Bacteria,NASA,45432.0,,2018-07-30,2022-02-19,Banished to Space,1700699.0
,Banana Peel Slip Epidemic,Cellular Rays,World Dance Federation,29954.0,Miami,2016-04-26,2022-07-19,,1392082.87
5495.0,Tickling Fever,Alien Spores,Banana Safety Commission,18587.0,Boston,2016-02-23,2022-07-09,Cured,558607.14
9259.0,Tickling Fever,Mutant Chocolate Strain,National Cheese Board,35517.0,Austin,2017-06-14,2022-01-19,Turned Into Zombie,455678.4
,Invisible Dog Bites,Mutant Chocolate Strain,Banana Safety Commission,19754.0,Miami,2020-06-19,2022-06-13,Mutated,1133046.0
7332.0,Zombie Virus Outbreak,Radioactive Cheese,World Dance Federation,616.0,Miami,2019-03-20,2022-04-17,Banished to Space,397575.1
5946.0,Mobile Phone Radiation Syndrome,Cellular Rays,National Cheese Board,25255.0,San Francisco,2021-07-29,2022-05-12,Became Infected,761304.01
8450.0,Radioactive Cheese Contamination,Wheat Molecule Mutation,NASA,32655.0,Chicago,2018-06-16,2022-07-11,Became Infected,1259239.01
,Tickling Fever,Banana Peels,National Cheese Board,35553.0,,2020-03-28,2022-03-07,Became Infected,573398.12
9846.0,Invisible Dog Bites,Cellular Rays,World Dance Federation,10759.0,Miami,2019-02-22,2022-07-20,Cured,754000.65
4686.0,Chocolate Poisoning,Wheat Molecule Mutation,WHO,17158.0,Boston,2019-01-25,2021-10-07,Lost Sense of Humor,724233.2
3288.0,Zombie Virus Outbreak,Invisible Dog Virus,Banana Safety Commission,28986.0,Austin,2019-11-15,,Mutated,923744.41
,Invisible Dog Bites,Wheat Molecule Mutation,World Dance Federation,34282.0,Chicago,,2022-03-13,Became Infected,1350347.85
9913.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,FBI,25933.0,New York,2017-04-25,2022-04-24,Lost Sense of Humor,1565786.59
4248.0,Zombie Virus Outbreak,Banana Peels,National Cheese Board,15170.0,San Francisco,2021-09-08,,Still Dancing,1331839.55
9501.0,Gluten Intolerance Pandemic,Mutant Chocolate Strain,WHO,42964.0,New York,2014-08-05,2022-01-03,Mutated,57204.82
2025.0,Mobile Phone Radiation Syndrome,,Banana Safety Commission,45804.0,Austin,2017-06-28,2022-07-08,Developed Superpowers,1794195.19
5412.0,,Cellular Rays,PAHO,46848.0,Miami,2017-10-28,,Banished to Space,1164471.63
6902.0,Zombie Virus Outbreak,Tickling Bacteria,NASA,,New York,2017-05-04,2022-06-23,Quarantined,1840891.76
4643.0,Banana Peel Slip Epidemic,Invisible Dog Virus,PAHO,38432.0,Austin,,2021-10-22,,1927925.22
9559.0,Mobile Phone Radiation Syndrome,Mutant Chocolate Strain,WHO,23523.0,San Francisco,2020-01-26,2022-07-15,Lost Sense of Humor,938354.33
5650.0,Alien Flu,Zombie Virus,World Dance Federation,32971.0,Chicago,2017-09-26,,Banished to Space,1833149.38
2249.0,Gluten Intolerance Pandemic,Banana Peels,National Cheese Board,39277.0,Chicago,2017-04-23,2022-02-08,Lost Sense of Humor,733944.35
3983.0,Tickling Fever,Wheat Molecule Mutation,FBI,30045.0,San Francisco,2015-02-24,2021-10-11,Lost Sense of Humor,524454.62
5575.0,Tickling Fever,Funky Dance Bacteria,Banana Safety Commission,44521.0,Boston,,2022-05-21,Banished to Space,151892.39
8447.0,Dancing Plague,Wheat Molecule Mutation,PAHO,20500.0,Austin,2016-04-15,2022-05-26,Became Infected,906401.76
,Radioactive Cheese Contamination,Cellular Rays,NASA,33628.0,Chicago,2016-07-16,2022-01-10,Still Dancing,1378931.13
5023.0,Radioactive Cheese Contamination,,FBI,49352.0,Boston,2018-05-21,2022-03-18,Became Infected,1953787.16
8969.0,Alien Flu,Wheat Molecule Mutation,WHO,8187.0,Boston,2016-08-30,2022-04-02,,1045012.01
1589.0,Dancing Plague,Invisible Dog Virus,National Cheese Board,15815.0,Boston,2021-09-15,2021-12-04,Quarantined,1470277.29
2782.0,Invisible Dog Bites,Wheat Molecule Mutation,National Cheese Board,26848.0,Chicago,2016-11-08,2022-02-11,Mutated,1792813.57
5568.0,Banana Peel Slip Epidemic,Funky Dance Bacteria,National Cheese Board,9320.0,San Francisco,2015-04-18,2022-02-01,Still Dancing,1088654.68
5412.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,,828.0,San Francisco,2018-08-28,2021-11-25,Still Dancing,337696.74
5680.0,Tickling Fever,,PAHO,46440.0,San Francisco,2017-01-10,2022-07-04,Developed Superpowers,1697175.79
9990.0,,Tickling Bacteria,Intergalactic Health Organization,20683.0,New York,2020-01-31,2022-03-30,Still Dancing,
1470.0,Dancing Plague,Alien Spores,Banana Safety Commission,40485.0,Miami,2017-08-22,2022-02-24,Mutated,1518229.94
5827.0,Radioactive Cheese Contamination,Tickling Bacteria,FBI,14357.0,Austin,2018-11-13,2022-06-17,Quarantined,1318663.47
6067.0,Tickling Fever,Tickling Bacteria,WHO,37414.0,Chicago,2014-09-08,2021-10-13,Became Infected,126769.82
3994.0,Mobile Phone Radiation Syndrome,Banana Peels,WHO,7407.0,Chicago,2015-02-08,2022-01-21,Became Infected,342384.35
4129.0,Dancing Plague,Alien Spores,Banana Safety Commission,2603.0,San Francisco,2016-12-24,2021-10-26,Banished to Space,576068.26
7167.0,Zombie Virus Outbreak,Alien Spores,PAHO,28870.0,Chicago,2015-03-17,2022-06-16,Still Dancing,572992.1
2313.0,Radioactive Cheese Contamination,Funky Dance Bacteria,FBI,,Chicago,2021-02-07,2022-05-06,Quarantined,1679199.42
7546.0,,Radioactive Cheese,World Dance Federation,14021.0,Chicago,2018-01-21,2022-05-07,Banished to Space,1198487.53
8934.0,Invisible Dog Bites,Banana Peels,PAHO,22238.0,Miami,2017-06-09,2022-03-18,Recovered with Allergies,171333.8
6358.0,Mobile Phone Radiation Syndrome,Funky Dance Bacteria,FBI,12930.0,New York,2016-03-27,2021-12-18,Became Infected,777461.15
1282.0,Invisible Dog Bites,Funky Dance Bacteria,NASA,31360.0,New York,2020-09-24,2022-07-01,Became Infected,1114879.72
8609.0,,Zombie Virus,,4614.0,Chicago,2017-10-29,2022-01-23,,506748.15
2398.0,Tickling Fever,Zombie Virus,WHO,39282.0,Miami,2017-07-09,2022-01-01,Lost Sense of Humor,84468.62
3733.0,Dancing Plague,Tickling Bacteria,FBI,23149.0,New York,2016-09-11,2021-12-07,Developed Superpowers,763626.16
5067.0,Zombie Virus Outbreak,Invisible Dog Virus,Intergalactic Health Organization,29172.0,Boston,2019-04-29,2022-07-13,Recovered with Allergies,925071.86
3357.0,,Cellular Rays,FBI,20112.0,Miami,2015-04-15,2022-03-19,Became Infected,1810006.06
4238.0,Dancing Plague,Mutant Chocolate Strain,World Dance Federation,14185.0,,2014-05-31,2022-01-02,,1817190.5
,Alien Flu,Mutant Chocolate Strain,Intergalactic Health Organization,12465.0,Chicago,2019-11-04,2022-02-25,Mutated,
8210.0,Dancing Plague,Cellular Rays,FBI,3755.0,Boston,2021-07-08,2022-05-10,Developed Superpowers,945631.64
1787.0,Zombie Virus Outbreak,Wheat Molecule Mutation,World Dance Federation,36176.0,Chicago,2017-01-03,2022-04-10,Recovered with Allergies,1282801.61
,Tickling Fever,Invisible Dog Virus,FBI,9094.0,Boston,2019-11-12,2022-05-20,Lost Sense of Humor,519957.51
6784.0,Banana Peel Slip Epidemic,Tickling Bacteria,FBI,37000.0,San Francisco,2015-04-19,2022-04-22,Still Dancing,574999.79
5643.0,,Banana Peels,FBI,20399.0,Miami,2019-02-02,2022-03-10,Developed Superpowers,10102.92
5321.0,Invisible Dog Bites,Banana Peels,Banana Safety Commission,38018.0,Chicago,2018-06-02,2021-11-04,Cured,161032.69
5728.0,Invisible Dog Bites,Banana Peels,,37447.0,Chicago,2019-07-05,2022-05-17,Cured,361114.74
6640.0,Gluten Intolerance Pandemic,Alien Spores,World Dance Federation,22767.0,San Francisco,2014-11-25,2021-11-09,Cured,1282942.61
4410.0,Mobile Phone Radiation Syndrome,Funky Dance Bacteria,Intergalactic Health Organization,38421.0,Austin,2019-12-22,2022-03-10,Cured,429251.23
2358.0,,Zombie Virus,PAHO,4524.0,San Francisco,,2022-03-01,Mutated,252537.61
1537.0,Banana Peel Slip Epidemic,Radioactive Cheese,NASA,,New York,2019-03-15,2021-12-14,Banished to Space,1234527.92
4868.0,Gluten Intolerance Pandemic,Invisible Dog Virus,FBI,14240.0,San Francisco,2015-10-31,2022-06-07,Cured,1305241.3
5576.0,Tickling Fever,Zombie Virus,FBI,39993.0,,2017-07-28,2022-07-04,Quarantined,124047.89
5525.0,Alien Flu,Invisible Dog Virus,NASA,45423.0,Miami,,2022-04-05,Lost Sense of Humor,1546931.68
,Tickling Fever,Zombie Virus,World Dance Federation,14719.0,San Francisco,2019-12-30,2022-07-04,Turned Into Zombie,1214283.35
,Banana Peel Slip Epidemic,Banana Peels,National Cheese Board,33047.0,Chicago,2017-01-11,2022-04-06,Cured,797145.56
2350.0,Zombie Virus Outbreak,Alien Spores,NASA,23241.0,San Francisco,2018-06-06,2022-02-02,Cured,1966448.67
4856.0,Tickling Fever,Banana Peels,World Dance Federation,45613.0,Miami,2015-02-19,2022-05-27,Developed Superpowers,25347.71
3625.0,Tickling Fever,Funky Dance Bacteria,PAHO,32773.0,Miami,2018-11-02,2022-04-11,Became Infected,1091979.2
5307.0,Banana Peel Slip Epidemic,Radioactive Cheese,WHO,37837.0,Miami,2020-11-20,2022-04-17,Mutated,323608.3
3925.0,Dancing Plague,Cellular Rays,World Dance Federation,36295.0,New York,2017-09-28,,Turned Into Zombie,662018.87
7714.0,Mobile Phone Radiation Syndrome,Tickling Bacteria,WHO,15354.0,San Francisco,2014-08-30,2021-12-07,Became Infected,270738.56
8197.0,Chocolate Poisoning,Invisible Dog Virus,WHO,17193.0,Miami,2015-04-12,2022-04-09,Recovered with Allergies,1338087.95
7006.0,Mobile Phone Radiation Syndrome,Funky Dance Bacteria,NASA,42800.0,Chicago,2014-08-07,2021-10-09,Developed Superpowers,806135.33
,Dancing Plague,Zombie Virus,WHO,34184.0,New York,,2022-06-23,Became Infected,1972667.5
2537.0,,Wheat Molecule Mutation,World Dance Federation,24950.0,Chicago,2017-03-28,2022-06-02,Banished to Space,1309425.0
3728.0,,Zombie Virus,National Cheese Board,216.0,Miami,2018-08-20,2022-06-17,Turned Into Zombie,1835082.96
8381.0,Zombie Virus Outbreak,Zombie Virus,PAHO,20098.0,New York,2018-03-21,,Became Infected,485450.24
5346.0,Chocolate Poisoning,,World Dance Federation,7400.0,New York,2018-09-29,2021-11-12,Mutated,640974.21
3366.0,Chocolate Poisoning,Radioactive Cheese,World Dance Federation,29560.0,Austin,2015-05-01,2022-01-16,Mutated,728551.07
,Gluten Intolerance Pandemic,,PAHO,38513.0,Chicago,2021-06-15,2021-12-28,Recovered with Allergies,1677837.45
7868.0,,Mutant Chocolate Strain,Intergalactic Health Organization,30584.0,,2015-08-11,2022-07-11,Became Infected,427293.16
4875.0,Chocolate Poisoning,Cellular Rays,,44637.0,San Francisco,2015-08-23,2022-07-18,Turned Into Zombie,1893707.95
7041.0,Tickling Fever,Wheat Molecule Mutation,Intergalactic Health Organization,25798.0,New York,2019-02-11,2022-07-17,Quarantined,91940.28
4601.0,Tickling Fever,Banana Peels,,41781.0,Chicago,2021-07-12,2022-06-20,Became Infected,1780266.74
,Alien Flu,Invisible Dog Virus,Intergalactic Health Organization,977.0,,,2022-06-28,Still Dancing,905570.69
1923.0,Dancing Plague,Zombie Virus,National Cheese Board,49000.0,Boston,2015-03-13,2022-07-25,Still Dancing,1054166.58
1618.0,Chocolate Poisoning,Cellular Rays,Banana Safety Commission,11150.0,Chicago,2015-11-24,2021-12-07,Still Dancing,1994807.9
5400.0,Alien Flu,Invisible Dog Virus,PAHO,13293.0,New York,2017-03-13,2022-02-20,Lost Sense of Humor,1740745.72
7342.0,Invisible Dog Bites,Zombie Virus,PAHO,30828.0,Miami,2021-02-13,2021-11-24,Quarantined,1808523.07
4303.0,Alien Flu,Tickling Bacteria,National Cheese Board,41615.0,Miami,2017-06-02,2021-11-09,Cured,1173142.34
6580.0,Invisible Dog Bites,Alien Spores,WHO,12148.0,Chicago,2016-01-09,2021-12-15,Lost Sense of Humor,
8600.0,Chocolate Poisoning,Invisible Dog Virus,Intergalactic Health Organization,47236.0,Austin,2014-07-03,2021-10-07,Quarantined,1377171.84
9122.0,Zombie Virus Outbreak,Zombie Virus,National Cheese Board,47702.0,Miami,2017-12-01,2021-12-28,Cured,1639557.43
1082.0,Gluten Intolerance Pandemic,Alien Spores,Banana Safety Commission,46608.0,Boston,2015-06-26,2022-06-21,Mutated,1443263.15
1092.0,Alien Flu,Mutant Chocolate Strain,WHO,31294.0,San Francisco,2018-06-12,2022-04-11,Still Dancing,
7760.0,Alien Flu,Radioactive Cheese,National Cheese Board,25627.0,Boston,2014-06-16,2021-12-09,Cured,1277752.06
8375.0,,Cellular Rays,National Cheese Board,20407.0,San Francisco,2016-06-17,2022-07-12,Lost Sense of Humor,1454185.19
8837.0,Dancing Plague,Funky Dance Bacteria,Banana Safety Commission,463.0,San Francisco,2014-11-08,2022-01-15,,874697.26
7724.0,Banana Peel Slip Epidemic,,National Cheese Board,29436.0,Boston,2017-09-27,2022-01-02,Lost Sense of Humor,1415200.45
4048.0,Tickling Fever,Radioactive Cheese,Intergalactic Health Organization,22362.0,Boston,2014-09-12,2022-07-12,Mutated,557237.05
2467.0,,Mutant Chocolate Strain,World Dance Federation,18448.0,Boston,2014-09-26,2022-06-01,Still Dancing,1271706.88
6489.0,Dancing Plague,Funky Dance Bacteria,PAHO,42497.0,New York,2016-01-20,2021-12-13,Still Dancing,1049886.1
3698.0,Dancing Plague,Zombie Virus,WHO,8768.0,New York,2018-08-01,2022-02-13,Cured,1797582.55
9983.0,Alien Flu,Wheat Molecule Mutation,FBI,50.0,New York,2018-06-04,,Lost Sense of Humor,1348079.57
1475.0,Mobile Phone Radiation Syndrome,Mutant Chocolate Strain,National Cheese Board,41280.0,Austin,2014-06-10,2022-04-21,Quarantined,1195257.97
9695.0,Chocolate Poisoning,Cellular Rays,NASA,35349.0,,,2021-11-29,Became Infected,629582.84
1230.0,Banana Peel Slip Epidemic,Invisible Dog Virus,World Dance Federation,17505.0,San Francisco,2014-07-21,2022-06-18,Quarantined,1726293.82
8021.0,,Wheat Molecule Mutation,Intergalactic Health Organization,47128.0,San Francisco,2015-08-24,2021-12-03,Quarantined,113044.59
7833.0,Dancing Plague,Wheat Molecule Mutation,National Cheese Board,,Chicago,2018-12-06,2021-11-05,Cured,1800003.31
3256.0,Radioactive Cheese Contamination,Mutant Chocolate Strain,World Dance Federation,11820.0,San Francisco,2019-04-03,2022-05-21,Became Infected,1307690.28
4970.0,Radioactive Cheese Contamination,Tickling Bacteria,FBI,47823.0,Chicago,2016-01-27,2022-04-18,Mutated,383037.73
5838.0,Dancing Plague,Banana Peels,FBI,34813.0,Miami,2016-03-07,2022-01-09,Developed Superpowers,1806476.03
1383.0,Tickling Fever,Alien Spores,World Dance Federation,3627.0,Chicago,,2022-01-17,Recovered with Allergies,656076.19
1760.0,Banana Peel Slip Epidemic,Mutant Chocolate Strain,WHO,47725.0,New York,2021-08-27,,Mutated,340703.83
6243.0,Mobile Phone Radiation Syndrome,Wheat Molecule Mutation,World Dance Federation,34527.0,Chicago,2020-10-04,2022-07-13,,641696.39
4952.0,Zombie Virus Outbreak,Tickling Bacteria,NASA,14372.0,Miami,2021-09-06,2022-03-08,Banished to Space,
1942.0,Dancing Plague,,World Dance Federation,38935.0,Miami,2019-09-17,2022-04-28,Lost Sense of Humor,1506753.21
3695.0,Zombie Virus Outbreak,Cellular Rays,,8578.0,Austin,2020-07-17,2022-02-21,Banished to Space,1834002.3
2296.0,Gluten Intolerance Pandemic,Tickling Bacteria,Banana Safety Commission,8020.0,San Francisco,2014-10-23,2022-04-06,Developed Superpowers,601249.7
3147.0,Radioactive Cheese Contamination,Wheat Molecule Mutation,WHO,17189.0,Chicago,2021-01-22,2022-04-02,Developed Superpowers,169466.36
7874.0,Banana Peel Slip Epidemic,Wheat Molecule Mutation,NASA,31914.0,Boston,2019-07-26,2022-06-05,Turned Into Zombie,1127696.68
5396.0,Banana Peel Slip Epidemic,Alien Spores,NASA,43611.0,Austin,2017-01-02,2022-03-09,Turned Into Zombie,968586.54
1608.0,Dancing Plague,Invisible Dog Virus,Banana Safety Commission,9961.0,Boston,2019-11-27,2022-02-23,Developed Superpowers,1442606.54
1881.0,Gluten Intolerance Pandemic,Banana Peels,World Dance Federation,7262.0,Miami,2014-11-04,2022-06-27,Quarantined,1087636.99
8316.0,Banana Peel Slip Epidemic,Invisible Dog Virus,Intergalactic Health Organization,34917.0,Boston,2020-06-05,,Quarantined,795951.22
5891.0,Zombie Virus Outbreak,Tickling Bacteria,FBI,33230.0,San Francisco,2019-11-21,2022-03-25,Quarantined,14348.28
